ItemID,Interaction
2084,2330.0
4115,2319.0
3673,2312.0
13303,2308.0
1718,2306.0
1884,2295.0
13467,2292.0
12142,2290.0
6233,2285.0
960,2285.0
3208,2280.0
7143,2275.0
5100,2274.0
15277,2271.0
15776,2268.0
525,2265.0
2923,2258.0
2118,2249.0
17617,2248.0
8868,2247.0
138,2243.0
6527,2241.0
16962,2233.0
5847,2232.0
1933,2229.0
2087,2212.0
7264,2211.0
15844,2210.0
9913,2209.0
12525,2206.0
9275,2204.0
10327,2202.0
2846,2197.0
16036,2195.0
8986,2193.0
14226,2190.0
11110,2188.0
4181,2185.0
5075,2184.0
3666,2176.0
2895,2174.0
14940,2174.0
8752,2171.0
7417,2167.0
17721,2165.0
11170,2157.0
15639,2156.0
10075,2155.0
1651,2153.0
822,2149.0
11430,2148.0
6061,2148.0
16278,2133.0
3815,2131.0
2900,2129.0
12703,2128.0
12971,2125.0
13014,2124.0
4556,2121.0
7606,2119.0
9255,2119.0
13035,2119.0
460,2118.0
6976,2117.0
15289,2116.0
7430,2116.0
824,2113.0
17553,2111.0
9621,2109.0
6112,2103.0
2555,2102.0
7591,2099.0
2820,2098.0
10946,2098.0
8942,2097.0
17034,2094.0
12356,2092.0
3213,2090.0
11564,2088.0
3397,2084.0
4683,2078.0
2552,2076.0
7374,2075.0
8473,2070.0
11822,2060.0
1213,2055.0
16221,2049.0
15533,2032.0
901,2031.0
2376,2031.0
8911,2028.0
6678,2027.0
16462,2018.0
17463,2005.0
17461,2003.0
13654,2002.0
13174,1999.0
9027,1999.0
3460,1995.0
8480,1988.0
14673,1984.0
3604,1980.0
15428,1980.0
9329,1978.0
8614,1977.0
15187,1973.0
4559,1968.0
4440,1966.0
17393,1963.0
6665,1957.0
7290,1957.0
17307,1957.0
8601,1951.0
13001,1948.0
17296,1945.0
7057,1944.0
4920,1944.0
14637,1943.0
8580,1941.0
1872,1941.0
15880,1934.0
16640,1932.0
14037,1930.0
10680,1929.0
5981,1928.0
12958,1921.0
12198,1920.0
969,1912.0
1499,1910.0
4199,1907.0
518,1904.0
9938,1904.0
6964,1901.0
12111,1895.0
11227,1887.0
7448,1884.0
11973,1882.0
6747,1881.0
967,1872.0
11854,1872.0
5488,1872.0
1434,1870.0
7088,1869.0
1725,1867.0
7861,1862.0
8909,1859.0
11472,1852.0
2836,1848.0
12949,1848.0
17291,1848.0
16106,1843.0
9825,1842.0
5551,1842.0
2739,1841.0
15789,1836.0
217,1836.0
16920,1834.0
606,1833.0
13575,1833.0
13362,1833.0
7574,1831.0
2916,1829.0
500,1827.0
5661,1826.0
13646,1825.0
11282,1818.0
4025,1816.0
12360,1813.0
4731,1811.0
16755,1806.0
9898,1805.0
5771,1801.0
17715,1800.0
757,1800.0
15371,1798.0
11807,1787.0
507,1785.0
9422,1781.0
11180,1781.0
12319,1780.0
3216,1778.0
10253,1778.0
447,1771.0
12120,1770.0
14697,1768.0
2251,1767.0
14927,1766.0
8926,1766.0
8961,1765.0
6351,1764.0
14125,1764.0
1165,1763.0
7225,1762.0
11058,1761.0
11336,1757.0
11138,1753.0
16576,1753.0
9482,1749.0
6151,1749.0
1439,1748.0
1446,1747.0
2796,1746.0
6791,1741.0
13801,1740.0
4193,1737.0
1720,1731.0
15458,1730.0
14390,1729.0
7919,1728.0
6624,1727.0
13740,1723.0
10446,1722.0
13296,1718.0
11504,1718.0
2600,1715.0
5895,1713.0
2982,1709.0
17271,1709.0
16618,1708.0
17117,1707.0
12272,1706.0
17538,1701.0
2226,1700.0
15049,1697.0
6601,1693.0
11379,1692.0
6417,1691.0
12944,1691.0
6090,1682.0
3198,1681.0
12708,1677.0
2266,1677.0
7950,1677.0
9865,1675.0
5585,1674.0
8554,1673.0
2590,1672.0
16698,1672.0
4040,1671.0
981,1669.0
17693,1669.0
13291,1665.0
5320,1664.0
14675,1662.0
9509,1661.0
17905,1657.0
2298,1651.0
11665,1651.0
4119,1650.0
11513,1648.0
7719,1648.0
2611,1645.0
7727,1644.0
17622,1639.0
11774,1639.0
3668,1639.0
1327,1638.0
8555,1636.0
9398,1631.0
12527,1630.0
10243,1628.0
7878,1628.0
2807,1626.0
1517,1626.0
10586,1624.0
10062,1621.0
3636,1620.0
13521,1619.0
8213,1619.0
2482,1615.0
13685,1615.0
14986,1615.0
3691,1613.0
7843,1610.0
12410,1610.0
13447,1603.0
15746,1601.0
8870,1600.0
4914,1599.0
9573,1596.0
15909,1596.0
9892,1593.0
8636,1593.0
1461,1590.0
9481,1589.0
8043,1586.0
9130,1584.0
5337,1582.0
2458,1571.0
17120,1571.0
12608,1569.0
10255,1563.0
15426,1563.0
15606,1562.0
12445,1559.0
860,1558.0
6974,1558.0
12140,1553.0
11943,1550.0
16436,1549.0
9017,1545.0
1660,1545.0
807,1544.0
5305,1540.0
11005,1540.0
16907,1537.0
14687,1534.0
8871,1534.0
12514,1530.0
11154,1530.0
12516,1529.0
11343,1528.0
300,1526.0
18050,1526.0
3720,1524.0
7464,1524.0
4368,1523.0
14919,1520.0
7255,1515.0
4089,1513.0
5679,1512.0
10952,1509.0
16080,1506.0
16342,1506.0
3824,1505.0
11849,1505.0
16754,1505.0
16775,1504.0
289,1503.0
15411,1501.0
17128,1501.0
223,1501.0
3799,1500.0
9284,1497.0
3021,1495.0
6751,1494.0
13170,1492.0
15930,1491.0
7707,1490.0
4725,1490.0
17888,1488.0
6713,1487.0
17926,1486.0
1447,1486.0
2035,1485.0
8233,1485.0
14010,1484.0
2076,1483.0
2177,1482.0
13501,1482.0
16193,1480.0
11949,1479.0
11652,1474.0
7257,1473.0
3060,1473.0
6495,1469.0
14786,1468.0
4972,1468.0
5098,1464.0
4952,1463.0
5212,1462.0
670,1460.0
129,1458.0
5714,1457.0
17935,1453.0
17707,1453.0
11230,1452.0
4980,1451.0
16732,1450.0
15378,1448.0
3118,1448.0
7089,1447.0
12831,1437.0
17181,1437.0
13596,1436.0
13366,1434.0
15796,1434.0
10969,1433.0
11993,1430.0
6641,1429.0
562,1425.0
12324,1424.0
14207,1423.0
2682,1423.0
5665,1422.0
17651,1422.0
1496,1422.0
5580,1422.0
15893,1422.0
14167,1419.0
7324,1418.0
13993,1416.0
14833,1416.0
5307,1413.0
9635,1410.0
15507,1409.0
1185,1408.0
16682,1407.0
12606,1407.0
13284,1407.0
13186,1407.0
4623,1407.0
13594,1407.0
14368,1406.0
303,1406.0
2444,1406.0
7999,1405.0
603,1400.0
3469,1398.0
17811,1398.0
16358,1396.0
16279,1395.0
3649,1394.0
13098,1392.0
409,1386.0
1824,1386.0
419,1386.0
3747,1384.0
4145,1383.0
16690,1382.0
14375,1380.0
2832,1379.0
11480,1376.0
13153,1376.0
10620,1375.0
6463,1375.0
2442,1373.0
5513,1372.0
8212,1371.0
7034,1371.0
11196,1371.0
2122,1370.0
5728,1370.0
2372,1369.0
4151,1369.0
2136,1368.0
11081,1367.0
9209,1364.0
17611,1361.0
407,1361.0
13634,1361.0
5348,1360.0
7373,1359.0
18005,1358.0
16840,1355.0
1945,1353.0
2927,1352.0
10382,1351.0
202,1351.0
15558,1350.0
15007,1349.0
5723,1345.0
17992,1344.0
1580,1343.0
1013,1341.0
6475,1339.0
5258,1339.0
6096,1338.0
9469,1337.0
4602,1337.0
4883,1335.0
495,1335.0
4661,1335.0
2838,1335.0
5509,1332.0
10848,1332.0
6415,1332.0
1661,1331.0
16727,1331.0
2669,1330.0
27,1330.0
6121,1330.0
11062,1329.0
15952,1327.0
12342,1325.0
16066,1325.0
2678,1322.0
6903,1319.0
1623,1319.0
10968,1316.0
16759,1316.0
5478,1316.0
4173,1311.0
2569,1310.0
5250,1309.0
14089,1304.0
17596,1302.0
9445,1302.0
16181,1300.0
9040,1298.0
9266,1297.0
10732,1296.0
17240,1296.0
5416,1294.0
16028,1293.0
4538,1292.0
11291,1289.0
7974,1286.0
9630,1286.0
4986,1286.0
13075,1286.0
17106,1285.0
14188,1284.0
107,1283.0
16386,1282.0
15376,1280.0
13398,1280.0
12,1279.0
7725,1278.0
12832,1275.0
14356,1274.0
1603,1272.0
14159,1272.0
16111,1271.0
16970,1269.0
3895,1268.0
7869,1266.0
5639,1266.0
5517,1265.0
8858,1265.0
8814,1264.0
14164,1263.0
9834,1263.0
10679,1263.0
15061,1262.0
545,1260.0
14875,1260.0
866,1259.0
958,1259.0
4230,1259.0
5455,1259.0
1186,1257.0
4496,1257.0
8671,1257.0
10363,1255.0
10786,1255.0
11712,1253.0
14286,1252.0
12086,1252.0
5408,1252.0
7316,1249.0
10857,1246.0
2587,1246.0
16374,1246.0
13237,1243.0
15369,1241.0
458,1236.0
2229,1235.0
13688,1234.0
3892,1234.0
9383,1232.0
5141,1230.0
12292,1229.0
658,1229.0
17971,1228.0
11288,1227.0
7035,1226.0
14710,1225.0
15681,1223.0
4742,1223.0
8453,1222.0
8374,1219.0
11576,1218.0
13218,1216.0
94,1215.0
2047,1212.0
11479,1212.0
233,1212.0
10454,1212.0
6392,1211.0
991,1211.0
7141,1210.0
6222,1210.0
4315,1209.0
6250,1208.0
5224,1208.0
13131,1207.0
13478,1207.0
14535,1203.0
6957,1199.0
502,1198.0
13896,1198.0
7297,1196.0
14950,1196.0
16839,1195.0
5086,1193.0
13776,1193.0
2617,1193.0
10182,1190.0
6808,1189.0
12817,1189.0
2549,1188.0
12923,1186.0
13797,1186.0
4911,1186.0
12350,1186.0
16836,1185.0
7551,1184.0
9007,1183.0
2400,1182.0
5812,1181.0
2344,1179.0
17958,1178.0
12614,1178.0
16444,1174.0
11550,1173.0
16232,1172.0
13582,1171.0
10711,1169.0
10751,1168.0
7873,1167.0
36,1166.0
15473,1165.0
15067,1165.0
388,1164.0
3650,1164.0
16198,1164.0
13452,1162.0
8852,1162.0
8672,1161.0
2544,1160.0
12446,1159.0
13554,1159.0
15310,1156.0
3531,1156.0
12127,1156.0
2001,1155.0
5185,1155.0
10123,1155.0
7411,1154.0
16948,1154.0
16517,1152.0
15379,1152.0
15999,1151.0
5619,1151.0
10677,1151.0
14923,1151.0
12642,1149.0
1046,1147.0
17413,1146.0
2908,1145.0
1114,1144.0
1575,1143.0
3325,1143.0
13179,1141.0
4619,1138.0
14031,1135.0
9477,1134.0
12137,1134.0
9907,1133.0
11425,1133.0
2597,1133.0
12848,1132.0
4222,1132.0
17417,1129.0
6139,1128.0
14503,1125.0
10899,1125.0
5506,1125.0
5423,1124.0
6340,1124.0
3977,1123.0
13162,1123.0
4522,1122.0
13155,1121.0
12546,1119.0
15891,1118.0
5675,1117.0
5156,1116.0
6443,1114.0
7429,1114.0
14039,1114.0
4961,1114.0
10537,1113.0
1232,1112.0
8807,1112.0
17678,1109.0
13674,1108.0
11613,1104.0
14100,1104.0
7136,1103.0
9215,1103.0
4535,1100.0
4622,1100.0
4924,1097.0
16189,1097.0
675,1096.0
11684,1096.0
13553,1096.0
5285,1094.0
4633,1094.0
8014,1090.0
17365,1090.0
4075,1088.0
11207,1088.0
11518,1088.0
8230,1087.0
7697,1086.0
15338,1085.0
1325,1084.0
772,1083.0
11303,1082.0
5312,1082.0
6965,1081.0
3536,1081.0
6318,1080.0
11698,1079.0
8854,1078.0
17952,1075.0
10054,1074.0
2819,1072.0
16487,1072.0
5246,1071.0
16292,1069.0
14532,1069.0
12778,1067.0
17577,1067.0
9094,1064.0
4919,1064.0
1557,1064.0
3960,1063.0
12702,1062.0
11221,1062.0
5647,1062.0
7865,1062.0
16322,1061.0
16033,1061.0
11098,1061.0
11033,1059.0
11044,1057.0
1412,1053.0
12428,1052.0
5364,1052.0
10418,1051.0
10561,1051.0
12158,1050.0
12828,1049.0
7031,1049.0
5243,1048.0
3590,1045.0
2098,1045.0
708,1045.0
11102,1043.0
15135,1043.0
889,1042.0
6278,1041.0
14466,1041.0
14026,1040.0
4839,1039.0
6741,1038.0
13092,1037.0
15922,1037.0
13008,1035.0
12246,1035.0
14734,1035.0
16613,1035.0
3080,1035.0
11042,1034.0
12098,1033.0
13374,1033.0
10787,1033.0
4113,1032.0
16190,1032.0
12517,1031.0
3555,1029.0
11588,1029.0
14110,1029.0
2124,1029.0
12391,1028.0
14744,1028.0
8546,1027.0
12374,1027.0
9810,1025.0
5851,1025.0
11240,1024.0
17459,1024.0
6181,1022.0
5972,1022.0
12563,1021.0
12815,1021.0
2679,1020.0
10076,1019.0
4591,1018.0
11346,1018.0
16477,1017.0
10218,1016.0
16942,1015.0
9746,1014.0
262,1014.0
11960,1012.0
5030,1012.0
6330,1011.0
4520,1010.0
7341,1010.0
15493,1009.0
17489,1008.0
3243,1008.0
3015,1008.0
1110,1007.0
7437,1007.0
2268,1005.0
1940,1005.0
1542,1005.0
11438,1004.0
10618,1003.0
9486,1002.0
15742,1001.0
195,1001.0
506,1001.0
3690,998.0
17964,997.0
3364,997.0
14559,997.0
14096,996.0
11625,995.0
1903,995.0
9993,995.0
6422,994.0
4081,994.0
15470,993.0
15960,993.0
15712,993.0
11051,992.0
15785,992.0
7597,992.0
16820,990.0
2889,990.0
9508,990.0
9096,987.0
15791,987.0
13889,987.0
13692,986.0
9419,985.0
5103,984.0
1905,984.0
7751,984.0
8066,983.0
6010,982.0
11796,982.0
8874,982.0
5765,982.0
2768,980.0
2674,979.0
12984,979.0
14952,978.0
3344,978.0
4229,978.0
14335,978.0
17718,977.0
4341,977.0
5325,976.0
3769,975.0
12512,975.0
10671,974.0
374,973.0
12802,972.0
5274,972.0
1421,972.0
11555,971.0
8829,971.0
3913,970.0
11153,969.0
1066,969.0
272,969.0
14960,968.0
7871,966.0
732,965.0
4430,965.0
7618,964.0
989,962.0
6712,962.0
928,962.0
14444,960.0
10478,960.0
2626,960.0
11615,960.0
17779,959.0
5664,958.0
15253,957.0
17886,957.0
4630,955.0
16280,955.0
6508,954.0
5810,954.0
14116,953.0
7539,953.0
17795,953.0
9889,953.0
2949,951.0
12651,951.0
3492,951.0
2714,951.0
15005,950.0
179,950.0
12315,950.0
466,949.0
298,949.0
17020,947.0
2397,947.0
14628,947.0
12421,945.0
7069,945.0
14047,944.0
6569,943.0
4304,943.0
15867,942.0
5235,941.0
1563,941.0
6046,940.0
15722,940.0
6533,940.0
9561,940.0
14426,939.0
11424,939.0
12599,939.0
14189,939.0
10883,937.0
1782,936.0
8202,936.0
5350,936.0
16557,934.0
12371,933.0
7849,932.0
12001,932.0
12300,931.0
5069,930.0
1361,930.0
2697,929.0
13449,928.0
56,928.0
6370,927.0
15841,926.0
14437,924.0
442,924.0
15115,923.0
5910,922.0
15524,921.0
6456,921.0
5592,921.0
3694,920.0
2258,920.0
2038,919.0
5469,918.0
15828,917.0
10511,917.0
8218,917.0
363,916.0
1156,916.0
11768,915.0
15503,914.0
17937,911.0
8161,911.0
15886,911.0
3830,910.0
7461,909.0
13372,909.0
17806,909.0
10866,909.0
5552,909.0
16405,909.0
5940,908.0
12956,907.0
11787,907.0
14974,906.0
6872,906.0
16731,905.0
2232,905.0
10707,905.0
14943,904.0
7943,904.0
7191,903.0
5451,901.0
3318,901.0
12502,901.0
13279,900.0
10320,900.0
8657,900.0
9101,899.0
229,898.0
4306,897.0
4056,896.0
7168,895.0
14812,894.0
5779,893.0
13086,891.0
16366,891.0
13950,891.0
4389,891.0
7105,891.0
8505,889.0
4942,888.0
6621,888.0
11060,887.0
14305,887.0
8516,887.0
1802,886.0
16911,886.0
9274,886.0
6635,882.0
14571,882.0
8525,880.0
13698,879.0
12777,878.0
8430,878.0
10204,876.0
6793,876.0
90,876.0
11547,876.0
3931,875.0
10560,875.0
397,874.0
13434,873.0
13505,873.0
4928,872.0
14122,872.0
2929,871.0
6148,870.0
16052,870.0
15717,869.0
10349,868.0
12341,868.0
2581,867.0
6540,867.0
13157,867.0
5074,866.0
15509,865.0
15723,864.0
8898,864.0
2687,863.0
5494,863.0
12551,862.0
700,862.0
809,862.0
9947,860.0
1877,860.0
3864,858.0
14449,858.0
3543,858.0
1572,857.0
8074,857.0
14044,856.0
5110,856.0
3616,856.0
15237,855.0
5699,855.0
11793,854.0
5016,853.0
11696,853.0
16620,853.0
1899,853.0
12339,853.0
10304,852.0
4022,851.0
6784,851.0
17137,851.0
7472,851.0
14762,850.0
15743,850.0
8050,850.0
10728,848.0
3903,848.0
8895,847.0
7483,847.0
11626,847.0
13630,846.0
3591,845.0
15504,845.0
12154,845.0
13050,844.0
17657,844.0
4966,844.0
15686,842.0
10556,841.0
12203,840.0
11215,840.0
11225,840.0
5581,839.0
5875,838.0
16848,837.0
3297,837.0
5099,836.0
10871,836.0
10023,836.0
10849,836.0
8901,835.0
932,835.0
304,834.0
2024,834.0
787,832.0
17776,832.0
5043,831.0
7190,831.0
13248,831.0
5741,830.0
11168,830.0
6777,830.0
3371,830.0
4523,830.0
12928,828.0
9180,827.0
9927,826.0
13336,826.0
14277,823.0
9580,823.0
3239,822.0
12151,821.0
8222,821.0
2470,821.0
11427,821.0
11507,821.0
17210,820.0
16336,820.0
13168,820.0
720,820.0
5484,819.0
17503,819.0
782,818.0
15832,818.0
2612,818.0
2301,818.0
8593,817.0
14186,817.0
10394,817.0
10152,816.0
17650,815.0
3706,815.0
18011,815.0
10022,814.0
15257,813.0
16520,813.0
7015,813.0
1784,811.0
13267,810.0
3631,809.0
9136,809.0
12511,808.0
7642,808.0
8678,808.0
1610,807.0
10553,807.0
5821,807.0
769,807.0
17751,806.0
15417,806.0
3648,806.0
3337,806.0
12442,806.0
10431,806.0
12990,805.0
6488,804.0
15974,803.0
10172,803.0
15970,802.0
11340,802.0
2083,802.0
11936,801.0
8627,801.0
7762,801.0
6267,801.0
11649,800.0
1996,800.0
6186,799.0
9969,798.0
6823,798.0
17408,798.0
6852,798.0
17554,798.0
14153,798.0
2814,797.0
16267,797.0
14731,797.0
4007,795.0
11999,795.0
10818,795.0
15176,795.0
14520,794.0
13286,794.0
12647,793.0
15745,793.0
1073,793.0
14408,793.0
11788,792.0
10767,791.0
13731,791.0
9079,791.0
12924,790.0
1518,790.0
8836,789.0
4638,789.0
9144,788.0
5124,788.0
4815,788.0
7228,785.0
14134,785.0
7827,785.0
611,785.0
16038,784.0
7210,782.0
14433,782.0
16327,782.0
5495,782.0
2414,781.0
16326,781.0
16350,781.0
17145,781.0
17216,780.0
15517,780.0
16390,779.0
5746,779.0
8051,779.0
1381,778.0
6016,777.0
10042,776.0
12899,776.0
15131,775.0
8116,775.0
12983,775.0
6576,774.0
3333,774.0
14273,774.0
935,773.0
17853,773.0
6849,772.0
6907,771.0
11526,770.0
18010,770.0
8313,769.0
933,768.0
5680,768.0
9704,767.0
15318,767.0
15264,767.0
7329,766.0
16865,766.0
6910,766.0
6165,765.0
6792,765.0
150,765.0
15927,765.0
876,763.0
16022,763.0
2312,762.0
7199,762.0
2789,761.0
541,761.0
15979,761.0
9813,760.0
3204,760.0
11794,760.0
12230,760.0
4603,759.0
190,758.0
16654,758.0
1237,758.0
14763,758.0
12415,757.0
1511,757.0
9518,755.0
16429,755.0
4987,753.0
6399,753.0
8962,753.0
10365,752.0
10427,752.0
15716,752.0
14918,751.0
18044,751.0
10836,751.0
15361,751.0
13636,750.0
1385,749.0
15228,748.0
3326,748.0
6810,747.0
405,747.0
13939,747.0
10469,747.0
5283,745.0
14328,745.0
5945,745.0
17212,745.0
5085,744.0
17138,743.0
6710,743.0
16526,742.0
9948,742.0
5787,741.0
8467,741.0
9193,741.0
14805,741.0
16752,740.0
3384,740.0
3775,740.0
11840,740.0
2667,740.0
10733,739.0
9294,739.0
16765,739.0
16681,739.0
1271,738.0
13741,738.0
7800,738.0
16414,738.0
2307,738.0
6720,737.0
4006,737.0
725,737.0
10117,736.0
15081,736.0
8864,735.0
16294,735.0
13425,735.0
10627,733.0
13839,733.0
10290,732.0
7066,732.0
8096,731.0
13564,731.0
6058,731.0
4370,730.0
7767,729.0
12506,729.0
9001,728.0
3050,728.0
7895,728.0
9534,728.0
17017,728.0
7147,726.0
12060,726.0
8849,726.0
7631,725.0
588,725.0
11284,725.0
8917,724.0
2460,723.0
12721,723.0
10166,723.0
9504,722.0
13747,722.0
14386,722.0
12117,721.0
17887,720.0
10142,720.0
10422,720.0
17346,720.0
10971,718.0
8277,718.0
12049,718.0
3457,717.0
5591,716.0
12480,715.0
572,714.0
12494,714.0
11589,714.0
13357,714.0
17895,713.0
15295,713.0
6578,713.0
5131,712.0
15091,711.0
9667,711.0
9910,710.0
17437,710.0
12179,710.0
3059,710.0
16441,710.0
4219,709.0
8843,709.0
4348,709.0
712,709.0
12821,709.0
17088,708.0
15020,708.0
5182,708.0
187,707.0
12528,706.0
17810,706.0
8253,706.0
12199,705.0
2628,705.0
4417,704.0
3314,704.0
1444,703.0
13293,702.0
11150,702.0
15580,701.0
2089,701.0
12471,701.0
4787,700.0
11861,700.0
12906,699.0
4435,699.0
14253,699.0
2356,699.0
17246,699.0
3582,698.0
16155,698.0
1115,698.0
12564,697.0
6561,697.0
299,697.0
10589,697.0
8660,695.0
5462,695.0
5721,694.0
10638,694.0
16065,693.0
9686,693.0
4209,692.0
15266,692.0
7858,692.0
5946,692.0
9533,691.0
794,691.0
16053,691.0
6645,691.0
1011,691.0
2963,690.0
11643,690.0
10052,690.0
4626,690.0
7565,689.0
13101,689.0
11624,688.0
12520,687.0
7526,686.0
5752,686.0
14748,686.0
6765,686.0
7949,686.0
1998,686.0
14563,686.0
11506,686.0
13090,685.0
18014,685.0
9429,684.0
10721,684.0
1283,683.0
7272,683.0
8929,683.0
3343,682.0
